SKU,Parent SKU,UPC,tax:product_type,post_status,Product Title,Short Description,Description,tax:product_cat,availability,moq,MAP,regular_price,attribute:pa_outdoor-use,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,meta:attribute_pa_color,attribute:pa_application,attribute:pa_arms,attribute:pa_base-legs,attribute:pa_structure-material,attribute:pa_upholstery-material,Product Width,Product Depth,Product Height,Product Weight,attribute:pa_assembly,attribute:pa_warranty,attribute:pa_country-of-origin,attribute:pa_style,attribute:pa_care-instructions,attribute:pa_weight-capacity,tax:pwb-brand,Images
557.SCAMUSBE,,,simple,publish,"Silla CAMUS-BE, metal, beige","FICHA TÉCNICA: -Silla de diseño, multiusos. -Base de metal con acabado imitación madera, asiento y respaldo de polipropileno inyectado en color beige. -Uso en interiores. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego DIMENSIONES: Ancho: 48,5 cms Fondo: 42,5 cms Altura: 77 cms EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,12 m3 ",,Sillas de metal y plástico,CON STOCK,2,36,,,,,,,,,,,,48,42,77,,Si,2 years,China,,,,,https://www.gruposdm.com/1556-large_default/silla-camus-be-metal-beige.jpg
557.SCAMUSTU,,,simple,publish,"Silla CAMUS-TU, metal, turquesa","FICHA TÉCNICA: -Silla de diseño, multiusos. -Base de metal con acabado imitación madera, asiento y respaldo de polipropileno inyectado en color turquesa -Uso en interiores. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego DIMENSIONES: Ancho: 48,5 cms Fondo: 42,5 cms Altura: 77 cms EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,12 m3 ",,Sillas de metal y plástico,CON STOCK,2,36,,,turquesa,,,,,,,,,48,42,77,,Si,2 years,China,,,,,https://www.gruposdm.com/1557-large_default/silla-camus-tu-metal-turquesa.jpg
589.SALAYBL,,,simple,publish,"Silla ALAY-BL, plegable, plata, polietileno blanco","FICHA TÉCNICA: -Silla plegable -Armazón tubular de acero con acabado en epoxi plata. -Asiento y respaldo de polietileno de color blanco DIMENSIONES: Ancho: 55 cms Fondo: 49 cms Altura: 83 cms EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,22 m3 ",,Sillas de metal y plástico,PRECIO DESTACADO CON STOCK,6,13.5,,,blanco,,,,,,,,,55,49,83,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1593-large_default/silla-alay-bl-plegable-plata-polietileno-blanco.jpg
577.SALBEBL,,,simple,publish,"Sillón ALBENIZ-BL, cromado, polipropileno blanco","FICHA TÉCNICA: -Sillón apilable multiusos -Armazón tubular cromado. -Asiento y respaldo de polipropileno de color blanco. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores. DIMENSIONES : Ancho: 57 cms Fondo: 57 cms Altura: 77,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 5 VOLUMEN: 0,45 m3 ",,Sillas de metal y plástico,CON STOCK,5,44.85,,,blanco,,,,,,,,,57,57,77,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/846-large_default/sillon-albeniz-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/846-medium_default/sillon-albeniz-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2578-medium_default/sillon-albeniz-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2707-medium_default/sillon-albeniz-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2708-medium_default/sillon-albeniz-bl-cromado-polipropileno-blanco.jpg
577.SALBENE,,,simple,publish,"Sillón ALBENIZ-NE, cromado, polipropileno negro","FICHA TÉCNICA: -Sillón apilable multiusos -Armazón tubular cromado. -Asiento y respaldo de polipropileno de color negro. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores. DIMENSIONES : Ancho: 57 cms Fondo: 57 cms Altura: 77,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 5 VOLUMEN: 0,45 m3 ",,Sillas de metal y plástico,CON STOCK,5,44.85,,,negro,,,,,,,,,57,57,77,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/847-large_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/847-medium_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2579-medium_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2580-medium_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2705-medium_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2706-medium_default/sillon-albeniz-ne-cromado-polipropileno-negro.jpg
554.SPLAYABN,,,simple,publish,"Sillón PLAYAMAR-BN, blanco, polywood natural","FICHA TÉCNICA: -Sillón de diseño -Armazón tubular de acero con acabado en pintura epoxi blanca -Asiento, respaldo y apoyabrazos de lamas de polywood de color natural ( se trata de un termoplástico - polietileno - de alta presión y reciclable ) ideal para uso en exteriores con un mínimo mantenimiento y una gran duración. A la vista y al tacto parece madera. -Apilable. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Mesa y taburete a juego DIMENSIONES: Ancho : 55 cms Fondo : 54 cms Alto : 85 cms EMBALAJE : Cartón y plástico UNIDADES : 4 VOLUMEN : 0,24 m3 ",,Sillas de metal y plástico,CON STOCK,4,29.9,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1750-large_default/sillon-playamar-bn-blanco-polywood-natural.jpg
554.SPLAYABG,,,simple,publish,"Sillón PLAYAMAR-BG, blanco, polywood gris","FICHA TÉCNICA: -Sillón de diseño -Armazón tubular de acero con acabado en pintura epoxi blanca -Asiento, respaldo y apoyabrazos de lamas de polywood de color gris ( se trata de un termoplástico - polietileno - de alta presión y reciclable ) ideal para uso en exteriores con un mínimo mantenimiento y una gran duración. A la vista y al tacto parece madera. -Apilable. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Mesa y taburete a juego DIMENSIONES: Ancho : 55 cms Fondo : 54 cms Alto : 85 cms EMBALAJE : Cartón y plástico UNIDADES : 4 VOLUMEN : 0,24 m3 ",,Sillas de metal y plástico,CON STOCK,4,29.9,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1751-large_default/sillon-playamar-bg-blanco-polywood-gris.jpg
501.SRONBL,,,simple,publish,"Silla RON-BL, cromada, polipropileno blanco","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo carcasa de polipropileno de color blanco. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores DIMENSIONES : Ancho: 54 cms Fondo: 57 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,23 m3 ",,Sillas de metal y plástico,CON STOCK,6,31,,,blanco,,,,,,,,,54,57,81,,Si,2 years,China,,,,,https://www.gruposdm.com/276-large_default/silla-ron-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/276-medium_default/silla-ron-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2320-medium_default/silla-ron-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2321-medium_default/silla-ron-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2322-medium_default/silla-ron-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2593-medium_default/silla-ron-bl-cromada-polipropileno-blanco.jpg
501.SRONNE,,,simple,publish,"Silla RON-NE, cromada, polipropileno negro","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo de carcasa de polipropileno de color negro. -Otros colores disponibles. -Sobre pedido, podemos suministrar en otros colores. DIMENSIONES : Ancho: 54 cms Fondo: 57 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,23 m3 ",,Sillas de metal y plástico,CON STOCK,6,31,,,negro,,,,,,,,,54,57,81,,Si,2 years,China,,,,,https://www.gruposdm.com/514-large_default/silla-ron-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/514-medium_default/silla-ron-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2323-medium_default/silla-ron-ne-cromada-polipropileno-negro.jpg
501.SRONRO,,,simple,publish,"Silla RON-RO, cromada, polipropileno rojo","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo de carcasa de polipropileno de color rojo. -Otros colores disponibles. -Sobre pedido, podemos suministrar en otros colores. DIMENSIONES : Ancho: 54 cms Fondo: 57 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,23 m3 ",,Sillas de metal y plástico,CON STOCK,6,23.25,,,rojo,,,,,,,,,54,57,81,,Si,2 years,China,,,,,https://www.gruposdm.com/826-large_default/silla-ron-ro-cromada-polipropileno-rojo.jpg|https://www.gruposdm.com/826-medium_default/silla-ron-ro-cromada-polipropileno-rojo.jpg|https://www.gruposdm.com/2324-medium_default/silla-ron-ro-cromada-polipropileno-rojo.jpg|https://www.gruposdm.com/2325-medium_default/silla-ron-ro-cromada-polipropileno-rojo.jpg
557.SCAMYBL,,,simple,publish,"Silla CAMY-AL-BL, aluminio, polipropileno blanco*","FICHA TÉCNICA: -Silla, monoblock de polipropileno de color blanco. -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo : 59 cms Alto : 81 cms Altura del asiento : 45 cms EMBALAJE : Cartón y plástico UNIDADES : 2 VOLUMEN : 0,170 m3 ",,Sillas de metal y plástico,CON STOCK,2,28,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/445-large_default/silla-camy-al-bl-aluminio-polipropileno-blanco.jpg|https://www.gruposdm.com/445-medium_default/silla-camy-al-bl-aluminio-polipropileno-blanco.jpg|https://www.gruposdm.com/2726-medium_default/silla-camy-al-bl-aluminio-polipropileno-blanco.jpg
557.SCAMYNE,,,simple,publish,"Silla CAMY-AL-NE, aluminio, polipropileno negro*","FICHA TÉCNICA: -Silla, monoblock de polipropileno de color negro. -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo : 59 cms Alto : 81 cms Altura del asiento : 45 cms EMBALAJE : Cartón y plástico UNIDADES : 2 VOLUMEN : 0,170 m3 ",,Sillas de metal y plástico,CON STOCK,2,28,,,negro,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/446-large_default/silla-camy-al-ne-aluminio-polipropileno-negro.jpg|https://www.gruposdm.com/446-medium_default/silla-camy-al-ne-aluminio-polipropileno-negro.jpg|https://www.gruposdm.com/2727-medium_default/silla-camy-al-ne-aluminio-polipropileno-negro.jpg
564.SCAMYRO,,,simple,publish,"Silla CAMY-AL-RO, aluminio, polipropileno rojo*","FICHA TÉCNICA: -Silla, monoblock de polipropileno de color rojo. -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo : 59 cms Alto : 81 cms Altura del asiento : 45 cms EMBALAJE : Cartón y plástico UNIDADES : 2 VOLUMEN : 0,170 m3 ",,Sillas de metal y plástico,CON STOCK,2,24.5,,,rojo,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/447-large_default/silla-camy-al-ro-aluminio-polipropileno-rojo.jpg|https://www.gruposdm.com/447-medium_default/silla-camy-al-ro-aluminio-polipropileno-rojo.jpg|https://www.gruposdm.com/2728-medium_default/silla-camy-al-ro-aluminio-polipropileno-rojo.jpg
564.SCAMYVE,,,simple,publish,"Silla CAMY-AL-VE, aluminio, polipropileno verde","FICHA TÉCNICA: -Silla, monoblock de polipropileno de color verde. -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo : 59 cms Alto : 81 cms Altura del asiento : 45 cms EMBALAJE : Cartón y plástico UNIDADES : 2 VOLUMEN : 0,170 m3 ",,Sillas de metal y plástico,CON STOCK,2,24.5,,,verde,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1143-large_default/silla-camy-al-ve-aluminio-polipropileno-verde.jpg|https://www.gruposdm.com/1143-medium_default/silla-camy-al-ve-aluminio-polipropileno-verde.jpg|https://www.gruposdm.com/2730-medium_default/silla-camy-al-ve-aluminio-polipropileno-verde.jpg
564.SCAMYNA,,,simple,publish,"Silla CAMY-AL-NA, aluminio, polipropileno naranja","FICHA TÉCNICA: -Silla, monoblock de polipropileno de color naranja -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo : 59 cms Alto : 81 cms Altura del asiento : 45 cms EMBALAJE : Cartón y plástico UNIDADES : 2 VOLUMEN : 0,170 m3 ",,Sillas de metal y plástico,STOCK LIMITADO,2,24.5,,,naranja,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1144-large_default/silla-camy-al-na-aluminio-polipropileno-naranja.jpg|https://www.gruposdm.com/1144-medium_default/silla-camy-al-na-aluminio-polipropileno-naranja.jpg|https://www.gruposdm.com/2729-medium_default/silla-camy-al-na-aluminio-polipropileno-naranja.jpg
564.SGINBL,,,simple,publish,"Silla GIN-BL, cromada, polipropileno blanco","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo carcasa de polipropileno de color blanco. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores DIMENSIONES : Ancho: 66 cms Fondo: 58 cms Altura: 79 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,21 m3 ",,Sillas de metal y plástico,CON STOCK,6,23,,,blanco,,,,,,,,,66,58,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/515-large_default/silla-gin-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/515-medium_default/silla-gin-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2485-medium_default/silla-gin-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2486-medium_default/silla-gin-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2628-medium_default/silla-gin-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2870-medium_default/silla-gin-bl-cromada-polipropileno-blanco.jpg
501.SGINNE,,,simple,publish,"Silla GIN-NE, cromada, polipropileno negro","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo carcasa de polipropileno de color negro. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores DIMENSIONES : Ancho: 66 cms Fondo: 58 cms Altura: 79 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,21 m3 ",,Sillas de metal y plástico,CON STOCK,6,23,,,negro,,,,,,,,,66,58,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/516-large_default/silla-gin-ne-cromada-polipropileno-negro.jpg
501.SGINRO,,,simple,publish,"Silla GIN-RO, cromada, polipropileno rojo","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo carcasa de polipropileno de color rojo. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores DIMENSIONES : Ancho: 66 cms Fondo: 58 cms Altura: 79 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,21 m3 ",,Sillas de metal y plástico,CON STOCK,6,23,,,rojo,,,,,,,,,66,58,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/701-large_default/silla-gin-ro-cromada-polipropileno-rojo.jpg
501.SGINAZ,,,simple,publish,"Silla GIN-AZ, cromada, polipropileno azul","FICHA TÉCNICA: -Silla apilable multiusos -Base tubular cromada. -Asiento y respaldo carcasa de polipropileno de color azul. -Otros colores disponibles -Sobre pedido, podemos suministrar en otros colores DIMENSIONES : Ancho: 66 cms Fondo: 58 cms Altura: 79 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,21 m3 ",,Sillas de metal y plástico,CON STOCK,6,23,,,azul,,,,,,,,,66,58,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/883-large_default/silla-gin-az-cromada-polipropileno-azul.jpg
549.SOSCARBL,,,simple,publish,"Sillón OSCAR-BL, cromado, abs blanco","FICHA TÉCNICA: -Sillón de diseño multiusos, giratorio. -Armazón de abs blanco -Regulable en altura mediante pistón de gas. -Base de plato cromada DIMENSIONES: ancho: 59 cms fondo: 67 cms alto: 81 ~ 93 cms EMBALAJE: Caja de Cartón UNIDADES: 1 VOLUMEN: 0,193 m3 ",,Sillas de metal y plástico,CON STOCK,1,53.3,,,blanco,,,,,,,,,,,,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1130-large_default/sillon-oscar-bl-cromado-abs-blanco.jpg
552.SNAVBN,,,simple,publish,"Sillón NAVY, cromado, abs blanco, similpiel negra","FICHA TÉCNICA: -Sillón de diseño multiusos -Cuerpo de abs de color blanco -Tapizado interno en similpiel de color negro -Base cromada -Otros colores disponibles: Abs negro con tapizado en similpiel de color rojo -Sobre pedido podemos suministrar en otros colores. DIMENSIONES: Ancho: 68 cms Fondo: 63 cms Alto: 86,5 cms EMBALAJE: Caja de Cartón. UNIDADES: 1 VOLUMEN: 0,214 m3 ",,Sillas de metal y plástico,STOCK BAJO,1,80.6,,,blanco,,,,,,,,,68,63,86,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/396-large_default/sillon-navy-cromado-abs-blanco-similpiel-negra.jpg
539.SNICOBL,,,simple,publish,"Silla NICO-BL, aluminio, polipropileno blanco brillo","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color blanco brillo con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Taburete a juego DIMENSIONES: Ancho : 44 cms Fondo: 52 cms Alto: 81 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 114x100x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,17.6,,,blanco,,,,,,,,,,52,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1970-large_default/silla-nico-bl-aluminio-polipropileno-blanco-brillo.jpg
539.SNICONE,,,simple,publish,"Silla NICO-NE, aluminio, polipropileno negro brillo","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color negro brillo con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores -Taburete a juego DIMENSIONES: Ancho : 44 cms Fondo: 52 cms Alto: 81 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 114x100x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,17.6,,,negro,,,,,,,,,,52,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1972-large_default/silla-nico-ne-aluminio-polipropileno-negro-brillo.jpg
539.SNICOTR,,,simple,publish,"Silla NICO-TR, aluminio, policarbonato transparente","FICHA TÉCNICA: -Silla con carcasa de policarbonato con acabado transparente brillo, tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 44 cms Fondo: 52 cms Alto: 81 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 114x100x190 h   cms  ",,Sillas de metal y plástico,CON STOCK,4,29.6,,,transparente,,,,,,,,,,52,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1974-large_default/silla-nico-tr-aluminio-policarbonato-transparente.jpg
539.SJENBL,,,simple,publish,"Silla JEN-BL, aluminio, polipropileno blanco","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color blanco con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 58 cms Fondo: 57 cms Alto: 82 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x950x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,17.6,,,blanco,,,,,,,,,,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1990-large_default/silla-jen-bl-aluminio-polipropileno-blanco.jpg
539.SJENNE,,,simple,publish,"Silla JEN-NE, aluminio, polipropileno negro","FICHA TÉCNICA: -Silla con carcasa de polipropileno de color negro con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 58 cms Fondo: 57 cms Alto: 82 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x950x190 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar la silla en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,17.6,,,negro,,,,,,,,,,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1992-large_default/silla-jen-ne-aluminio-polipropileno-negro.jpg
539.SMOONBL,,,simple,publish,"Sillón MOON-BL, aluminio, polipropileno blanco*","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color blanco con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo: 55 cms Alto: 80 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 40 unidades - Medidas del Pallet: 120x100x235 h   cms -Comprando un mínimo de 5 Pallets -( 200 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,15.2,,,blanco,,,,,,,,,,55,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1976-large_default/sillon-moon-bl-aluminio-polipropileno-blanco.jpg
539.SMOONNE,,,simple,publish,"Sillón MOON-NE, aluminio, polipropileno negro*","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color negro con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo: 55 cms Alto: 80 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 40 unidades - Medidas del Pallet: 120x100x235 h   cms -Comprando un mínimo de 5 Pallets -( 200 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,15.2,,,negro,,,,,,,,,,55,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1978-large_default/sillon-moon-ne-aluminio-polipropileno-negro.jpg|https://www.gruposdm.com/1978-medium_default/sillon-moon-ne-aluminio-polipropileno-negro.jpg|https://www.gruposdm.com/2194-medium_default/sillon-moon-ne-aluminio-polipropileno-negro.jpg
539.SMOONBU,,,simple,publish,"Sillón MOON-BU, aluminio, polipropileno burdeos*","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color burdeos con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 56 cms Fondo: 55 cms Alto: 80 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 40 unidades - Medidas del Pallet: 120x100x235 h   cms -Comprando un mínimo de 5 Pallets -( 200 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,15.2,,,,,,,,,,,,,55,80,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1980-large_default/sillon-moon-bu-aluminio-polipropileno-burdeos.jpg
539.SCLARINBL,,,simple,publish,"Sillón CLARIN-BL, aluminio, polipropileno blanco","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color blanco con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 58 cms Fondo: 57 cms Alto: 82 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x950x200 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,20,,,blanco,,,,,,,,,,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1983-large_default/sillon-clarin-bl-aluminio-polipropileno-blanco.jpg
539.SCLARINNE,,,simple,publish,"Sillón CLARIN-NE, aluminio, polipropileno negro","FICHA TÉCNICA: -Sillón con carcasa de polipropileno de color negro con tratamiento anti rayos UV -Apilable. -Patas en aluminio anodizado. -Uso en exteriores e interiores. -Otros colores disponibles -Bajo pedido podemos suministrar en otros colores DIMENSIONES: Ancho : 58 cms Fondo: 57 cms Alto: 82 cms Altura del asiento : 45 cms EMBALAJE : Pilas plastificadas UNIDADES : 4 VOLUMEN : 0,28 m3 PALLETS: 30 unidades - Medidas del Pallet: 117x950x200 h   cms -Comprando un mínimo de 7 Pallets -( 210 unidades )  podemos fabricar el sillón en el color que desee de la gama Rall o Pantone,  sin aumento de precio. ",,Sillas de metal y plástico,CON STOCK,4,20,,,negro,,,,,,,,,,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1986-large_default/sillon-clarin-ne-aluminio-polipropileno-negro.jpg
